CVSS,Note#,Priority,Title,cpe,cve_id,cvss,cvss_severity,cvss_version,cweId,datePublished,dateUpdated,descriptions,epss,epss_l,kev,kev_source,note_id,percentile,priority,priority_l,product,product_l,ransomware,sap_note_year,vector,vendor
7.5,3020209,High,"[Multiple CVEs] Memory Corruption vulnerability in SAP NetWeaver ABAP Server and ABAP Platform CVEs - CVE-2021-27606, CVE-2021-27629, CVE-2021- 27630, CVE-2021-27631, CVE-2021-27632 Product - SAP NetWeaver AS for ABAP (RFC Gateway), Versions - KRNL32NUC - 7.22,7.22EXT, KRNL64NUC - 7.22,7.22EXT,7.49, KRNL64UC - 8.04,7.22,7.22EXT,7.49,7.53,7.73, KERNEL - 7.22,8.04,7.49,7.53,7.73,7.77,7.81,7.82,7.83",cpe:2.3:a:sap:netweaver_as_abap:kernel_7.22:*:*:*:*:*:*:*,CVE-2021-27606,7.5,HIGH,CVSS 3.1,CWE-125,2021-06-09T00:00:00,2024-08-03T21:26:10.112Z,"SAP NetWeaver ABAP Server and ABAP Platform (Enqueue Server), versions - KRNL32NUC - 7.22,7.22EXT, KRNL64NUC - 7.22,7.22EXT,7.49, KRNL64UC - 8.04,7.22,7.22EXT,7.49,7.53,7.73, KERNEL - 7.22,8.04,7.49,7.53,7.73, allows an unauthenticated attacker without specific knowledge of the system to send a specially crafted packet over a network which will trigger an internal error in the system due to improper input validation in method EncOAMParamStore() causing the system to crash and rendering it unavailable. In this attack, no data in the system can be viewed or modified.",0.00109,0.00109,,VULNCHECK,[],0.45112,Priority 2,D,netweaver_as_abap,SAP NetWeaver ABAP Server and ABAP Platform (Enqueue Server),,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,sap
7.5,3021197,High,"[Multiple CVEs] Memory Corruption vulnerability in SAP NetWeaver ABAP Server and ABAP Platform CVEs - CVE-2021-27607, CVE-2021-27628 Product - SAP NetWeaver ABAP Server and ABAP Platform (Dispatcher), Versions - KRNL32NUC - 7.22,7.22EXT, KRNL32UC - 7.22,7.22EXT, KRNL64NUC - 7.22,7.22EXT,7.49, KRNL64UC - 8.04,7.22,7.22EXT,7.49,7.53,7.73, KERNEL - 7.22,8.04,7.49,7.53,7.73,7.77,7.81,7.82,7.83",cpe:2.3:a:sap:netweaver_as_abap:kernel_7.22:*:*:*:*:*:*:*,CVE-2021-27607,7.5,HIGH,CVSS 3.1,CWE-476,2021-06-09T00:00:00,2024-08-03T21:26:09.719Z,"SAP NetWeaver ABAP Server and ABAP Platform (Dispatcher), versions - KRNL32NUC - 7.22,7.22EXT, KRNL32UC - 7.22,7.22EXT, KRNL64NUC - 7.22,7.22EXT,7.49, KRNL64UC - 8.04,7.22,7.22EXT,7.49,7.53,7.73, KERNEL - 7.22,8.04,7.49,7.53,7.73,7.77,7.81,7.82,7.83, allows an unauthenticated attacker without specific knowledge of the system to send a specially crafted packet over a network which will trigger an internal error in the system due to improper input validation in method ThSncIn() causing the system to crash and rendering it unavailable. In this attack, no data in the system can be viewed or modified.",0.00155,0.00155,,VULNCHECK,[],0.52746,Priority 2,D,netweaver_as_abap,SAP NetWeaver ABAP Server and ABAP Platform (Dispatcher),,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,sap
7.5,3039649,High,"[CVE-2021-27608] Unquoted Search Path in SAPSetup Product - SAP Setup, Version - 9.0",cpe:2.3:a:sap:setup:9.0:*:*:*:*:*:*:*,CVE-2021-27608,7.5,HIGH,CVSS 3.1,CWE-428,2021-04-14T14:23:21,2024-08-03T21:26:09.728Z,"An unquoted service path in SAPSetup, version - 9.0, could lead to privilege escalation during the installation process that is performed when an executable file is registered. This could further lead to complete compromise of confidentiality, Integrity and Availability.",0.00044,0.00044,,VULNCHECK,['3801649'],0.14863,Priority 2,D,setup,SAP Setup,,2021,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,sap
4.6,3030948,Medium,"[CVE-2021-27609] Missing Authorization check in SAP Focused RUN Product - SAP Focused RUN, Versions - 200, 300",cpe:2.3:a:sap:focused_run:200:*:*:*:*:*:*:*,CVE-2021-27609,6.5,MEDIUM,CVSS 3.1,CWE-862,2021-04-13T18:45:06,2024-08-03T21:26:10.134Z,"SAP Focused RUN versions 200, 300, does not perform necessary authorization checks for an authenticated user, which allows a user to call the oData service and manipulate the activation for the SAP EarlyWatch Alert service data collection and sending to SAP without the intended authorization.",0.00054,0.00054,,VULNCHECK,['3801649'],0.2568,Priority 2,D,focused_run,SAP Focused RUN,,2021,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,sap
9.0,3007182,Critical,"[CVE-2021-27610] Improper Authentication in SAP NetWeaver ABAP Server and ABAP Platform Product - SAP NetWeaver AS ABAP and ABAP Platform, Versions - 700,701,702,731,740,750,751,752,753,754,755,804",cpe:2.3:a:sap:netweaver_abap:700:*:*:*:*:*:*:*,CVE-2021-27610,9.8,CRITICAL,CVSS 3.1,CWE-287,2021-06-16T14:45:57,2024-08-03T21:26:09.712Z,"SAP NetWeaver ABAP Server and ABAP Platform, versions - 700, 701, 702, 731, 740, 750, 751, 752, 753, 754, 755, 804, does not create information about internal and external RFC user in consistent and distinguished format, which could lead to improper authentication and may be exploited by malicious users to obtain illegitimate access to the system.",0.00341,0.00341,,VULNCHECK,[],0.71401,Priority 2,D,netweaver_abap,SAP NetWeaver AS ABAP and ABAP Platform,,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,sap
8.2,3046610,High,"[CVE-2021-27611] Code Injection vulnerability in SAP NetWeaver AS ABAP Product - SAP NetWeaver AS ABAP, Versions - 700,701,702,730,731",cpe:2.3:a:sap:netweaver_application_server_abap:700:*:*:*:*:*:*:*,CVE-2021-27611,6.7,MEDIUM,CVSS 3.1,CWE-94,2021-05-11T14:19:33,2024-08-03T21:26:09.917Z,"SAP NetWeaver AS ABAP, versions - 700, 701, 702, 730, 731, allow a high privileged attacker to inject malicious code by executing an ABAP report when the attacker has access to the local SAP system. The attacker could then get access to data, overwrite them, or execute a denial of service.",0.00044,0.00044,,VULNCHECK,[],0.14863,Priority 2,D,netweaver_application_server_abap,SAP NetWeaver AS ABAP,,2021,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,sap
3.4,3023078,Low,"[CVE-2021-27612] SAP GUI for Windows is vulnerable to redirect users to an untrusted website Product - SAP GUI for Windows, Versions - 7.60, 7.70",cpe:2.3:a:sap:gui_for_windows:7.60:-:*:*:*:*:*:*,CVE-2021-27612,6.1,MEDIUM,CVSS 3.1,CWE-601,2021-05-11T14:19:33,2024-08-03T21:26:10.276Z,"In specific situations SAP GUI for Windows until and including 7.60 PL9, 7.70 PL0, forwards a user to specific malicious website which could contain malware or might lead to phishing attacks to steal credentials of the victim.",0.00084,0.00084,,VULNCHECK,[],0.38102,Priority 2,D,gui_for_windows,SAP GUI for Windows,,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,sap
7.8,3049755,High,"[CVE-2021-27613] Information Disclosure in SAP Business One (Chef business-one-cookbook) Product - SAP Business One (Cookbooks), Version - 0.1.9",cpe:2.3:a:sap:chef_business-one-cookbook:0.1.9:*:*:*:*:*:*:*,CVE-2021-27613,7.8,HIGH,CVSS 3.1,Information Disclosure,2021-05-11T14:19:33,2024-08-03T21:26:09.713Z,"Under certain conditions, SAP Business One Chef cookbook, version - 9.2, 9.3, 10.0, used to install SAP Business One, allows an attacker to exploit an insecure temporary folder for incoming & outgoing payroll data and to access information which would otherwise be restricted, which could lead to Information Disclosure and highly impact system confidentiality, integrity and availability.",0.00044,0.00044,,VULNCHECK,['3049755'],0.14863,Priority 2,D,chef_business-one-cookbook,SAP Business One (Cookbooks),,2021,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,sap
6.4,3030961,Medium,"[CVE-2021-27615] Cross-Site Scripting (XSS) vulnerability in SAP Manufacturing Execution Product - SAP Manufacturing Execution, Versions - 15.1, 1.5.2, 15.3, 15.4",cpe:2.3:a:sap:manufacturing_execution:15.1:*:*:*:*:*:*:*,CVE-2021-27615,5.4,MEDIUM,CVSS 3.1,CWE-79,2021-06-09T13:25:03,2024-08-03T21:26:10.142Z,"SAP Manufacturing Execution versions - 15.1, 1.5.2, 15.3, 15.4, does not contain some HTTP security headers in their HTTP response. The lack of these headers in response can be exploited by the attacker to execute Cross-Site Scripting (XSS) attacks.",0.00054,0.00054,,VULNCHECK,[],0.24375,Priority 4,D,manufacturing_execution,SAP Manufacturing Execution,,2021,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,sap
7.8,3049661,High,"[CVE-2021-27616] Multiple vulnerabilities in SAP Business One, version for SAP HANA (Business-One-Hana-Chef- Cookbook) Additional CVE - CVE-2021-27614 Product - SAP Business One, version for SAP HANA (Cookbooks), Versions - 0.1.6, 0.1.7, 0.1.19",cpe:2.3:a:sap:business-one-hana-chef-cookbook:0.1.6:*:*:*:*:*:*:*,CVE-2021-27616,7.8,HIGH,CVSS 3.1,Information Disclosure,2021-05-11T14:19:33,2024-08-03T21:26:10.457Z,"Under certain conditions, SAP Business One Hana Chef Cookbook, versions - 8.82, 9.0, 9.1, 9.2, 9.3, 10.0, used to install SAP Business One for SAP HANA, allows an attacker to exploit an insecure temporary backup path and to access information which would otherwise be restricted, resulting in Information Disclosure vulnerability highly impacting the confidentiality, integrity and availability of the application.",0.00044,0.00044,,VULNCHECK,[],0.14863,Priority 2,D,business-one-hana-chef-cookbook,"SAP Business One, version for SAP HANA (Cookbooks)",,2021,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,sap
4.9,3012021,Medium,"[Multiple CVEs] Multiple vulnerabilities in SAP Process Integration (Integration Builder Framework) CVEs - CVE-2021-27617, CVE-2021-27618 Product - SAP Process Integration (Integration Builder Framework), Versions - 7.10, 7.11, 7.20, 7.30, 7.31, 7.40, 7.50",cpe:2.3:a:sap:netweaver_process_integration:7.10:*:*:*:*:*:*:*,CVE-2021-27617,4.9,MEDIUM,CVSS 3.1,CWE-112,2021-05-11T14:19:33,2024-08-03T21:26:10.393Z,"The Integration Builder Framework of SAP Process Integration versions - 7.10, 7.11, 7.20, 7.30, 7.31, 7.40, 7.50, does not sufficiently validate an XML document uploaded from local source. An attacker can craft a malicious XML which when uploaded and parsed by the application, could lead to Denial-of-service conditions due to consumption of a large amount of system memory, thus highly impacting system availability.",0.00085,0.00085,,VULNCHECK,[],0.38227,Priority 4,D,netweaver_process_integration,SAP Process Integration (Integration Builder Framework),,2021,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H,sap
6.5,3039818,Medium,"[CVE-2021-27619] Information Disclosure in SAP Commerce (Backoffice search) Product - SAP Commerce (Backoffice Search), Versions - 1808, 1811, 1905, 2005, 2011",cpe:2.3:a:sap:commerce:1808:*:*:*:*:*:*:*,CVE-2021-27619,6.5,MEDIUM,CVSS 3.1,Information Disclosure,2021-05-11T14:19:33,2024-08-03T21:26:10.147Z,"SAP Commerce (Backoffice Search), versions - 1808, 1811, 1905, 2005, 2011, allows a low privileged user to search for attributes which are not supposed to be displayed to them. Although the search results are masked, the user can iteratively enter one character at a time to search and determine the masked attribute value thereby leading to information disclosure.",0.00064,0.00064,,VULNCHECK,[],0.30641,Priority 2,D,commerce,SAP Commerce (Backoffice Search),,2021,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,sap
5.9,3021050,Medium,"[Multiple CVEs] Memory Corruption vulnerability in SAP IGS CVEs - CVE-2021-27620, CVE-2021-27622, CVE-2021- 27623, CVE-2021-27624, CVE-2021-27625, CVE-2021- 27626, CVE-2021-27627 Product - SAP NetWeaver AS (Internet Graphics Server – Portwatcher), Versions - 7.20,7.20EXT,7.53,7.20_EX2,7.81",cpe:2.3:a:sap:netweaver_as_internet_graphics_server:7.20:*:*:*:*:*:*:*,CVE-2021-27620,5.9,MEDIUM,CVSS 3.1,CWE-787,2021-06-09T00:00:00,2024-08-03T21:26:10.428Z,"SAP Internet Graphics Service, versions - 7.20,7.20EXT,7.53,7.20_EX2,7.81, allows an unauthenticated attacker after retrieving an existing system state value can submit a malicious IGS request over a network which due to insufficient input validation in method Ups::AddPart() which will trigger an internal memory corruption error in the system causing the system to crash and rendering it unavailable. In this attack, no data in the system can be viewed or modified.",0.00118,0.00118,,VULNCHECK,[],0.46938,Priority 4,D,netweaver_as_internet_graphics_server,SAP Internet Graphics Service,,2021,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,sap
5.5,3023299,Medium,"[CVE-2021-27621] Information Disclosure in SAP NetWeaver AS JAVA (UserAdmin Application) Product - SAP NetWeaver AS for Java (UserAdmin), Versions - 7.11,7.20,7.30,7.31,7.40,7.50",cpe:2.3:a:sap:netweaver_application_server_for_java:7.11:*:*:*:*:*:*:*,CVE-2021-27621,4.9,MEDIUM,CVSS 3.1,Information Disclosure,2021-06-09T13:25:25,2024-08-03T21:26:10.597Z,"Information Disclosure vulnerability in UserAdmin application in SAP NetWeaver Application Server for Java, versions - 7.11,7.20,7.30,7.31,7.40 and 7.50 allows attackers to access restricted information by entering malicious server name.",0.00064,0.00064,,VULNCHECK,[],0.30641,Priority 4,D,netweaver_application_server_for_java,SAP NetWeaver AS for Java (UserAdmin),,2021,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,sap
8.7,3053066,High,"[CVE-2021-27635] Missing XML Validation in SAP NetWeaver AS for JAVA Product - SAP NetWeaver AS for JAVA, Versions - 7.20, 7.30, 7.31, 7.40, 7.50",cpe:2.3:a:sap:netweaver_application_server_for_java:7.20:*:*:*:*:*:*:*,CVE-2021-27635,6.5,MEDIUM,CVSS 3.1,CWE-112,2021-06-09T13:30:45,2024-08-03T21:26:10.623Z,"SAP NetWeaver AS for JAVA, versions - 7.20, 7.30, 7.31, 7.40, 7.50, allows an attacker authenticated as an administrator to connect over a network and submit a specially crafted XML file in the application because of missing XML Validation, this vulnerability enables attacker to fully compromise confidentiality by allowing them to read any file on the filesystem or fully compromise availability by causing the system to crash. The attack cannot be used to change any data so that there is no compromise as to integrity.",0.00259,0.00259,,VULNCHECK,[],0.65082,Priority 2,D,netweaver_application_server_for_java,SAP NetWeaver AS for JAVA,,2021,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:H,sap
5.9,3049879,Medium,"[CVE-2021-27637] Information Disclosure in SAP Enable Now (SAP Workforce Performance Builder - Manager) Product - SAP Enable Now (SAP Workforce Performance Builder - Manager), Versions - 10.0, 1.0",cpe:2.3:a:sap:enable_now:1.0:*:*:*:*:*:*:*,CVE-2021-27637,4.6,MEDIUM,CVSS 3.1,Information Disclosure,2021-06-09T13:30:33,2024-08-03T21:26:10.583Z,"Under certain conditions SAP Enable Now (SAP Workforce Performance Builder - Manager), versions - 1.0, 10 allows an attacker to access information which would otherwise be restricted leading to information disclosure.",0.00074,0.00074,,VULNCHECK,[],0.3488,Priority 4,D,enable_now,SAP Enable Now (SAP Workforce Performance Builder - Manager),,2021,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,sap
4.3,3059999,Medium,"[Multiple CVEs] Improper Input Validation in SAP 3D Visual Enterprise Viewer CVEs - CVE-2021-27638, CVE-2021-27639, CVE-2021- 27640, CVE-2021-33659, CVE-2021-27642, CVE-2021- 33661, CVE-2021-27641, CVE-2021-27643, CVE-2021-33660 Product - SAP 3D Visual Enterprise Viewer, Version - 9",cpe:2.3:a:sap:3d_visual_enterprise_viewer:9:*:*:*:*:*:*:*,CVE-2021-27638,5.5,MEDIUM,CVSS 3.1,CWE-20,2021-06-09T13:31:33,2024-08-03T21:26:10.603Z,"SAP 3D Visual Enterprise Viewer, version - 9, allows a user to open manipulated JT file received from untrusted sources which results in crashing of the application and becoming temporarily unavailable until the user restarts the application, this is caused due to Improper Input Validation.",0.00061,0.00061,,VULNCHECK,[],0.28654,Priority 4,D,3d_visual_enterprise_viewer,SAP 3D Visual Enterprise Viewer,,2021,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,sap
6.7,3058382,Medium,"[CVE-2021-33662] Information Disclosure in SAP Business One Product - SAP Business One, Version - 10.0",cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,CVE-2021-33662,4.4,MEDIUM,CVSS 3.1,Information Disclosure,2021-06-09T13:32:05,2024-08-03T23:58:22.965Z,"Under certain conditions, the installation of SAP Business One, version - 10.0, discloses sensitive information on the file system allowing an attacker to access information which would otherwise be restricted.",0.00044,0.00044,,VULNCHECK,[],0.14863,Priority 4,D,business_one,SAP Business One,,2021,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,sap
5.8,3030604,Medium,"[CVE-2021-33663] Plaintext command injection in SAP NetWeaver AS ABAP Product - SAP NetWeaver AS ABAP, Versions - KRNL32NUC - 7.22,7.22EXT, KRNL32UC - 7.22,7.22EXT, KRNL64NUC - 7.22,7.22EXT,7.49, KRNL64UC - 8.04,7.22,7.22EXT,7.49,7.53,7.73, KERNEL - 7.22,8.04,7.49,7.53,7.73,7.77,7.81,7.82,7.83,7.84",cpe:2.3:a:sap:netweaver_application_server_abap:kernel_7.22:*:*:*:*:*:*:*,CVE-2021-33663,5.3,MEDIUM,CVSS 3.1,CWE-74,2021-06-09T13:33:06,2024-08-03T23:58:22.262Z,"SAP NetWeaver AS ABAP, versions - KRNL32NUC - 7.22,7.22EXT, KRNL32UC - 7.22,7.22EXT, KRNL64NUC - 7.22,7.22EXT,7.49, KRNL64UC - 8.04,7.22,7.22EXT,7.49,7.53,7.73, KERNEL - 7.22,8.04,7.49,7.53,7.73,7.77,7.81,7.82,7.83,7.84, allows an unauthorized attacker to insert cleartext commands due to improper restriction of I/O buffering into encrypted SMTP sessions over the network which can partially impact the integrity of the application.",0.0009,0.0009,,VULNCHECK,[],0.40312,Priority 4,D,netweaver_application_server_abap,SAP NetWeaver AS ABAP,,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,sap
5.4,3025604,Medium,"[CVE-2021-33664] Cross-Site Scripting (XSS) vulnerability within SAP NetWeaver AS ABAP (Applications based on Web Dynpro ABAP) Product - SAP NetWeaver Application Server ABAP (Applications based on Web Dynpro ABAP), Versions - SAP_UI – 750,752,753,754,755, SAP_BASIS – 702, 31",cpe:2.3:a:sap:netweaver_application_server_abap:31:*:*:*:sap_basis:*:*:*,CVE-2021-33664,5.4,MEDIUM,CVSS 3.1,CWE-79,2021-06-09T13:32:50,2024-08-03T23:58:22.366Z,"SAP NetWeaver Application Server ABAP (Applications based on Web Dynpro ABAP), versions - SAP_UI - 750,752,753,754,755, SAP_BASIS - 702, 731 does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability.",0.00054,0.00054,,VULNCHECK,[],0.25334,Priority 4,D,netweaver_application_server_abap,SAP NetWeaver Application Server ABAP (Applications based on Web Dynpro ABAP),,2021,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,sap
5.4,3028370,Medium,"[CVE-2021-33665] Cross-Site Scripting (XSS) vulnerability within SAP NetWeaver AS ABAP (Applications based on SAP GUI for HTML) Product - SAP NetWeaver Application Server ABAP (Applications based on SAP GUI for HTML), Versions - KRNL64NUC - 7.49, KRNL64UC - 7.49,7.53, KERNEL - 7.49,7.53,7.77,7.81,7.84",cpe:2.3:a:sap:netweaver_application_server_abap:kernel_7.49:*:*:*:*:*:*:*,CVE-2021-33665,5.4,MEDIUM,CVSS 3.1,CWE-79,2021-06-09T13:33:13,2024-08-03T23:58:21.921Z,"SAP NetWeaver Application Server ABAP (Applications based on SAP GUI for HTML), versions - KRNL64NUC - 7.49, KRNL64UC - 7.49,7.53, KERNEL - 7.49,7.53,7.77,7.81,7.84, does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability.",0.00054,0.00054,,VULNCHECK,[],0.25334,Priority 4,D,netweaver_application_server_abap,SAP NetWeaver Application Server ABAP (Applications based on SAP GUI for HTML),,2021,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,sap
4.7,2985562,Medium,"[CVE-2021-33666] MIME Sniffing Vulnerability in SAP Commerce Cloud Product - SAP Commerce Cloud, Version - 100",cpe:2.3:a:sap:commerce_cloud:100:*:*:*:*:*:*:*,CVE-2021-33666,6.1,MEDIUM,CVSS 3.1,CWE-79,2021-06-09T13:32:45,2024-08-03T23:58:22.397Z,"When SAP Commerce Cloud version 100, hosts a JavaScript storefront, it is vulnerable to MIME sniffing, which, in certain circumstances, could be used to facilitate an XSS attack or malware proliferation.",0.00084,0.00084,,VULNCHECK,[],0.38102,Priority 2,D,commerce_cloud,SAP Commerce Cloud,,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,sap
4.3,3044751,Medium,"[CVE-2021-33667] Information Disclosure in SAP Business Objects Web Intelligence (BI Launchpad) Product - SAP Business Objects Web Intelligence (BI Launchpad), Versions - 420, 430",cpe:2.3:a:sap:businessobjects_web_intelligence:420:*:*:*:*:*:*:*,CVE-2021-33667,4.3,MEDIUM,CVSS 3.1,Improper Input Validation,2021-07-14T11:03:26,2024-08-03T23:58:21.924Z,"Under certain conditions, SAP Business Objects Web Intelligence (BI Launchpad) versions - 420, 430, allows an attacker to access jsp source code, through SDK calls, of Analytical Reporting bundle, a part of the frontend application, which would otherwise be restricted.",0.00054,0.00054,,VULNCHECK,['3044751'],0.2568,Priority 4,D,businessobjects_web_intelligence,SAP Business Objects Web Intelligence (BI Launchpad),,2021,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,sap
7.5,3056652,High,"[CVE-2021-33670] Denial of Service (DoS) in SAP NetWeaver AS for Java (Http Service) Product - SAP NetWeaver AS for Java (Http Service), Versions - 7.10, 7.11, 7.20, 7.30, 7.31, 7.40, 7.50",cpe:2.3:a:sap:netweaver_application_server_java:7.10:*:*:*:*:*:*:*,CVE-2021-33670,7.5,HIGH,CVSS 3.1,Denial of Service,2021-07-14T11:04:11,2024-08-03T23:58:22.541Z,"SAP NetWeaver AS for Java (Http Service Monitoring Filter), versions - 7.10, 7.11, 7.20, 7.30, 7.31, 7.40, 7.50, allows an attacker to send multiple HTTP requests with different method types thereby crashing the filter and making the HTTP server unavailable to other legitimate users leading to denial of service vulnerability.",0.0109,0.0109,,VULNCHECK,[],0.84306,Priority 2,D,netweaver_application_server_java,SAP NetWeaver AS for Java (Http Service),,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,sap
7.6,3059446,High,"[CVE-2021-33671] Missing Authorization check in SAP NetWeaver Guided Procedures Product - SAP NetWeaver Guided Procedures (Administration Workset), Versions - 7.10, 7.20, 7.30, 7.31, 7.40, 7.50",cpe:2.3:a:sap:netweaver_guided_procedures:7.10:*:*:*:*:*:*:*,CVE-2021-33671,8.8,HIGH,CVSS 3.1,CWE-862,2021-07-14T11:03:32,2024-08-03T23:58:22.066Z,"SAP NetWeaver Guided Procedures (Administration Workset), versions - 7.10, 7.20, 7.30, 7.31, 7.40, 7.50, does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges. The impact of missing authorization could result to abuse of functionality restricted to a particular user group, and could allow unauthorized users to read, modify or delete restricted data.",0.00104,0.00104,,VULNCHECK,['3059446'],0.43931,Priority 2,D,netweaver_guided_procedures,SAP NetWeaver Guided Procedures (Administration Workset),,2021,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,sap
9.6,3073891,Critical,"[CVE-2021-33672] Multiple vulnerabilities in SAP Contact Center Additional CVEs - CVE-2021-33673, CVE-2021-33674, CVE-2021-33675 Product - SAP Contact Center, Version - 700",cpe:2.3:a:sap:contact_center:700:*:*:*:*:*:*:*,CVE-2021-33672,9.6,CRITICAL,CVSS 3.1,CWE-116,2021-09-14T11:21:48,2024-08-03T23:58:22.864Z,"Due to missing encoding in SAP Contact Center's Communication Desktop component- version 700, an attacker could send malicious script in chat message. When the message is accepted by the chat recipient, the script gets executed in their scope. Due to the usage of ActiveX in the application, the attacker can further execute operating system level commands in the chat recipient's scope. This could lead to a complete compromise of their confidentiality, integrity, and could temporarily impact their availability.",0.0022,0.0022,,VULNCHECK,[],0.59985,Priority 2,D,contact_center,SAP Contact Center,,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,sap
6.8,3066316,Medium,"[CVE-2021-33676] Missing authorization check in SAP CRM ABAP Product - SAP CRM, Versions - 700, 701, 702, 712, 713, 714",cpe:2.3:a:sap:customer_relationship_management:700:*:*:*:*:*:*:*,CVE-2021-33676,7.2,HIGH,CVSS 3.1,CWE-862,2021-07-14T11:03:48,2024-08-03T23:58:22.363Z,"A missing authority check in SAP CRM, versions - 700, 701, 702, 712, 713, 714, could be leveraged by an attacker with high privileges to compromise confidentiality, integrity, or availability of the system.",0.00104,0.00104,,VULNCHECK,[],0.43931,Priority 2,D,customer_relationship_management,SAP CRM,,2021,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,sap
6.5,3044754,Medium,"[CVE-2021-33677] Information Disclosure in SAP NetWeaver AS ABAP and ABAP Platform Product - SAP NetWeaver AS ABAP and ABAP Platform, Versions - 700, 702, 730, 731, 804, 740, 750, 784, DEV",cpe:2.3:a:sap:netweaver_abap:700:*:*:*:*:*:*:*,CVE-2021-33677,7.5,HIGH,CVSS 3.1,Information Disclosure,2021-07-14T11:03:57,2024-08-03T23:58:22.565Z,"SAP NetWeaver ABAP Server and ABAP Platform, versions - 700, 702, 730, 731, 804, 740, 750, 784, expose functions to external which can lead to information disclosure.",0.00196,0.00196,,VULNCHECK,[],0.57647,Priority 2,D,netweaver_abap,SAP NetWeaver AS ABAP and ABAP Platform,,2021,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,sap
6.5,3048657,Medium,"[CVE-2021-33678] Code Injection vulnerability in SAP NetWeaver AS ABAP (Reconciliation Framework) Product - SAP NetWeaver AS ABAP (Reconciliation Framework), Versions - 700, 701, 702, 710, 711, 730, 731, 740, 750, 751, 752, 75A, 75B, 75B, 75C, 75D, 75E, 75F",cpe:2.3:a:sap:netweaver_application_server_abap:75a:*:*:*:*:*:*:*,CVE-2021-33678,6.5,MEDIUM,CVSS 3.1,CWE-95,2021-07-14T11:04:19,2024-08-03T23:58:22.357Z,"A function module of SAP NetWeaver AS ABAP (Reconciliation Framework), versions - 700, 701, 702, 710, 711, 730, 731, 740, 750, 751, 752, 75A, 75B, 75B, 75C, 75D, 75E, 75F, allows a high privileged attacker to inject code that can be executed by the application. An attacker could thereby delete some critical information and could make the SAP system completely unavailable.",0.008,0.008,,VULNCHECK,[],0.81634,Priority 2,D,netweaver_application_server_abap,SAP NetWeaver AS ABAP (Reconciliation Framework),,2021,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H,sap
