cve_id,priority,epss,cvss,cvss_version,cvss_severity,kev,kev_source,cpe,vendor,product,vector,descriptions,product_l,epss_l,percentile,priority_l,cweId,_merge,year
CVE-2023-50423,Priority 2,0.00125,9.8,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:sap-xssec:*:*:*:*:*:python:*:*,sap,sap-xssec,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"SAP BTP Security Services Integration Library ([Python] sap-xssec) - versions < 4.1.0, allow under certain conditions an escalation of privileges. On successful exploitation, an unauthenticated attacker can obtain arbitrary permissions within the application.

",sap-xssec,0.001250000,0.479510000,B,CWE-269,both,2023
CVE-2023-42481,Priority 2,0.0005,8.1,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:commerce_cloud:8.1:*:*:*:*:*:*:*,sap,commerce_cloud,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"In SAP Commerce Cloud - versions HY_COM 1905, HY_COM 2005, HY_COM2105, HY_COM 2011, HY_COM 2205, COM_CLOUD 2211, a locked B2B user can misuse the forgotten password functionality to un-block his user account again and re-gain access if SAP Commerce Cloud - Composable Storefront is used as storefront, due to weak access controls in place. This leads to a considerable impact on confidentiality and integrity.

",SAP Commerce Cloud,0.000500000,0.201140000,B,CWE-284,both,2023
CVE-2023-49580,Priority 2,0.00052,7.3,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:graphical_user_interface:sap_basis_755:*:*:*:*:java:*:*,sap,graphical_user_interface,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"SAP GUI for Windows and SAP GUI for Java - versions SAP_BASIS 755, SAP_BASIS 756, SAP_BASIS 757, SAP_BASIS 758, allow an unauthenticated attacker to access information which would otherwise be restricted and confidential. In addition, this vulnerability allows the unauthenticated attacker to create Layout configurations of the ABAP List Viewer and with this causing a mild impact on integrity and availability, e.g. also increasing the response times of the AS ABAP.

",SAP GUI for Windows and SAP GUI for Java,0.000520000,0.211750000,B,CWE-200,both,2023
CVE-2023-42478,Priority 2,0.00046,7.6,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:business_objects_business_intelligence_platform:420:*:*:*:*:*:*:*,sap,business_objects_business_intelligence_platform,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:H/A:N,"SAP Business Objects Business Intelligence Platform is vulnerable to stored XSS allowing an attacker to upload agnostic documents in the system which when opened by any other user could lead to high impact on integrity of the application.

",Business Objects BI Platform,0.000460000,0.167910000,B,CWE-79,both,2023
CVE-2023-6542,Priority 2,0.00043,7.1,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:emarsys_sdk:3.6.2:*:*:*:*:android:*:*,sap,emarsys_sdk,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,"Due to lack of proper authorization checks in Emarsys SDK for Android, an attacker can call a particular activity and can forward himself web pages and/or deep links without any validation directly from the host application. On successful attack, an attacker could navigate to arbitrary URL including application deep links on the device.

",SAP EMARSYS SDK ANDROID,0.000430000,0.095250000,B,CWE-863,both,2023
CVE-2023-42476,Priority 2,0.00049,6.8,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:businessobjects_web_intelligence:420:*:*:*:*:*:*:*,sap,businessobjects_web_intelligence,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:N/A:N,"SAP Business Objects Web Intelligence - version 420,  allows an authenticated attacker to inject JavaScript code into Web Intelligence documents which is then executed in the victim’s browser each time the vulnerable page is visited. Successful exploitation can lead to exposure of the data that the user has access to. In the worst case, attacker could access data from reporting databases.

",SAP BusinessObjects Web Intelligence,0.000490000,0.188300000,B,CWE-79,both,2023
CVE-2023-49587,Priority 2,0.00044,6.4,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:solution_manager:720:*:*:*:*:*:*:*,sap,solution_manager,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,"SAP Solution Manager - version 720, allows an authorized attacker to execute certain deprecated function modules which can read or modify data of same or other component without user interaction over the network.

",SAP Solution Manager,0.000440000,0.132430000,B,CWE-77,both,2023
CVE-2023-42479,Priority 2,0.00052,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:biller_direct:635:*:*:*:*:*:*:*,sap,biller_direct,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"An unauthenticated attacker can embed a hidden access to a Biller Direct URL in a frame which, when loaded by the user, will submit a cross-site scripting request to the Biller Direct system. This can result in the disclosure or modification of non-sensitive information.

",SAP Biller Direct,0.000520000,0.211750000,B,CWE-79,both,2023
CVE-2023-49577,Priority 2,0.00046,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:human_capital_management:s4hcmcie_100:*:*:*:*:*:*:*,sap,human_capital_management,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"The SAP HCM (SMART PAYE solution) - versions S4HCMCIE 100, SAP_HRCIE 600, SAP_HRCIE 604, SAP_HRCIE 608, does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability. After successful exploitation, an attacker can cause limited impact on confidentiality and integrity of the application.

",SAP HCM (SMART PAYE solution),0.000460000,0.177140000,B,CWE-79,both,2023
CVE-2021-23413,Priority 4,0.00176,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:jszip_project:jszip:*:*:*:*:*:node.js:*:*,jszip_project,jszip,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"This affects the package jszip before 3.7.0. Crafting a new zip file with filenames set to Object prototype values (e.g __proto__, toString, etc) results in a returned object with a modified prototype instance.",jszip,0.001760000,0.554510000,D,Denial of Service (DoS),both,2023
CVE-2023-49584,Priority 4,0.00045,4.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:fiori_launchpad:200:*:*:*:*:*:*:*,sap,fiori_launchpad,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"SAP Fiori launchpad - versions SAP_UI 750, SAP_UI 754, SAP_UI 755, SAP_UI 756, SAP_UI 757, SAP_UI 758, UI_700 200, SAP_BASIS 793, allows an attacker to use HTTP verb POST on read-only service causing low impact on Confidentiality of the application.

",SAP Fiori Launchpad,0.000450000,0.146750000,D,CWE-444,both,2023
CVE-2023-49581,Priority 2,0.00102,9.4,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_abap:700:*:*:*:sap_basis:*:*:*,sap,netweaver_application_server_abap,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,"SAP GUI for Windows and SAP GUI for Java allow an unauthenticated attacker to access information which would otherwise be restricted and confidential. In addition, this vulnerability allows the unauthenticated attacker to write data to a database table. By doing so the attacker could increase response times of the AS ABAP, leading to mild impact on availability.

",SAP NetWeaver Application Server ABAP and ABAP Platform,0.001020000,0.425620000,D,CWE-89,both,2023
CVE-2023-49058,Priority 4,0.00049,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:master_data_governance:731:*:*:*:*:*:*:*,sap,master_data_governance,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"SAP Master Data Governance File Upload application allows an attacker to exploit insufficient validation of path information provided by users, thus characters representing ‘traverse to parent directory’ are passed through to the file APIs. As a result, it has a low impact to the confidentiality.

",SAP Master Data Governance,0.000490000,0.189110000,D,CWE-22,both,2023
CVE-2023-49578,Priority 4,0.00043,3.5,CVSS 3.1,LOW,,VULNCHECK,cpe:2.3:a:sap:cloud_connector:2.0:*:*:*:*:*:*:*,sap,cloud_connector,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"SAP Cloud Connector - version 2.0, allows an authenticated user with low privilege to perform Denial of service attack from adjacent UI by sending a malicious request which leads to low impact on the availability and no impact on confidentiality or Integrity  of the application.

",SAP Cloud Connector,0.000430000,0.095250000,D,CWE-400,both,2023
CVE-2023-40309,Priority 2,0.00105,9.8,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:commoncryptolib:8.0.0:*:*:*:*:*:*:*,sap,commoncryptolib,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"SAP CommonCryptoLib does not perform necessary authentication checks, which may result in missing or wrong authorization checks for an authenticated user, resulting in escalation of privileges. Depending on the application and the level of privileges acquired, an attacker could abuse functionality restricted to a particular user group as well as read, modify or delete restricted data.

",SAP CommonCryptoLib,0.001050000,0.437770000,B,CWE-862,both,2023
CVE-2023-42477,Priority 2,0.0005,6.5,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_java:7.50:*:*:*:*:*:*:*,sap,netweaver_application_server_java,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,"SAP NetWeaver AS Java (GRMG Heartbeat application) - version 7.50, allows an attacker to send a crafted request from a vulnerable web application, causing limited impact on confidentiality and integrity of the application.

",SAP NetWeaver AS Java,0.000500000,0.201630000,B,CWE-918,both,2023
CVE-2023-31403,Priority 2,0.00043,8.0,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"SAP Business One installation - version 10.0, does not perform proper authentication and authorization checks for SMB shared folder. As a result, any malicious user can read and write to the SMB shared folder. Additionally, the files in the folder can be executed or be used by the installation process leading to considerable impact on confidentiality, integrity and availability.

",SAP Business One,0.000430000,0.095250000,B,CWE-284,both,2023
CVE-2023-41366,Priority 4,0.00052,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_abap:kernel_7.22:*:*:*:*:*:*:*,sap,netweaver_application_server_abap,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"Under certain condition SAP NetWeaver Application Server ABAP - versions KERNEL 722, KERNEL 7.53, KERNEL 7.77, KERNEL 7.85, KERNEL 7.89, KERNEL 7.54, KERNEL 7.91, KERNEL 7.92, KERNEL 7.93, KERNEL 7.94, KERNEL64UC 7.22, KERNEL64UC 7.22EXT, KERNEL64UC 7.53, KERNEL64NUC 7.22, KERNEL64NUC 7.22EXT, allows an unauthenticated attacker to access the unintended data due to the lack of restrictions applied which may lead to low impact in confidentiality and no impact on the integrity and availability of the application.

",SAP NetWeaver Application Server ABAP and ABAP Platform,0.000520000,0.211750000,D,CWE-497,both,2023
CVE-2023-42480,Priority 4,0.00052,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_java:7.50:*:*:*:*:*:*:*,sap,netweaver_application_server_java,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"The unauthenticated attacker in NetWeaver AS Java Logon application - version 7.50, can brute force the login functionality to identify the legitimate user ids. This will have an impact on confidentiality but there is no other impact on integrity or availability.

",NetWeaver AS Java,0.000520000,0.211750000,D,CWE-307,both,2023
CVE-2023-42474,Priority 4,0.00048,5.4,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:businessobjects_web_intelligence:420:*:*:*:*:*:*:*,sap,businessobjects_web_intelligence,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,"SAP BusinessObjects Web Intelligence - version 420, has a URL with parameter that could be vulnerable to XSS attack. The attacker could send a malicious link to a user that would possibly allow an attacker to retrieve the sensitive information.

",SAP BusinessObjects Web Intelligence,0.000480000,0.186410000,B,CWE-79,both,2023
CVE-2023-40310,Priority 2,0.00055,7.5,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:powerdesigner:16.7:*:*:*:*:*:*:*,sap,powerdesigner,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"SAP PowerDesigner Client - version 16.7, does not sufficiently validate BPMN2 XML document imported from an untrusted source. As a result, URLs of external entities in BPMN2 file, although not used, would be accessed during import. A successful attack could impact availability of SAP PowerDesigner Client.

",SAP PowerDesigner Client,0.000550000,0.236090000,B,CWE-112,both,2023
CVE-2023-42473,Priority 4,0.00048,5.4,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:s\/4hana:106:*:*:*:*:*:*:*,sap,s\/4hana,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"S/4HANA Manage (Withholding Tax Items) - version 106, does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges which has low impact on the confidentiality and integrity of the application.

",S/4HANA (Manage Withholding Tax Items),0.000480000,0.186410000,D,CWE-862,both,2023
CVE-2023-31405,Priority 4,0.00083,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_for_java:7.50:*:*:*:*:*:*:*,sap,netweaver_application_server_for_java,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"SAP NetWeaver AS for Java - versions ENGINEAPI 7.50, SERVERCORE 7.50, J2EE-APPS 7.50, allows an unauthenticated attacker to craft a request over the network which can result in unwarranted modifications to a system log without user interaction. There is no ability to view any information or any effect on availability.

",SAP NetWeaver AS for Java (Log Viewer),0.000830000,0.359970000,D,CWE-117,both,2023
CVE-2023-41365,Priority 4,0.00048,4.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:business_one:10.0:*:*:*:*:*:*:*,sap,business_one,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"SAP Business One (B1i) - version 10.0, allows an authorized attacker to retrieve the details stack trace of the fault message to conduct the XXE injection, which will lead to information disclosure. After successful exploitation, an attacker can cause limited impact on the confidentiality and no impact to the integrity and availability.

",SAP Business One (B1i),0.000480000,0.186410000,D,CWE-209,both,2023
CVE-2023-42475,Priority 4,0.00048,4.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:s\/4hana:102:*:*:*:*:*:*:*,sap,s\/4hana,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,"The Statutory Reporting application has a vulnerable file storage location, potentially enabling low privileged attacker to read server files with minimal impact on confidentiality.

",SAP S/4HANA Core,0.000480000,0.186410000,D,CWE-200,both,2023
CVE-2023-40622,Priority 2,0.00058,9.9,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence:420:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,"SAP BusinessObjects Business Intelligence Platform (Promotion Management) - versions 420, 430, under certain condition allows an authenticated attacker to view sensitive information which is otherwise restricted. On successful exploitation, the attacker can completely compromise the application causing high impact on confidentiality, integrity, and availability.

",SAP BusinessObjects Business Intelligence Platform (Promotion Management),0.000580000,0.255840000,B,CWE-200,both,2023
CVE-2023-25616,Priority 2,0.00105,8.8,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:business_objects_business_intelligence_platform:420:*:*:*:*:*:*:*,sap,business_objects_business_intelligence_platform,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"In some scenario, SAP Business Objects Business Intelligence Platform (CMC) - versions 420, 430, Program Object execution can lead to code injection vulnerability which could allow an attacker to gain access to resources that are allowed by extra privileges. Successful attack could highly impact the confidentiality, Integrity, and Availability of the system.

",Business Objects Business Intelligence Platform (CMC),0.001050000,0.434890000,B,CWE-74,both,2023
CVE-2022-41272,Priority 2,0.00231,8.6,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:netweaver_process_integration:7.50:*:*:*:*:*:*:*,sap,netweaver_process_integration,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,"An unauthenticated attacker over the network can attach to an open interface exposed through JNDI by the User Defined Search (UDS) of SAP NetWeaver Process Integration (PI) - version 7.50 and make use of an open naming and directory API to access services which can be used to perform unauthorized operations affecting users and data across the entire system. This allows the attacker to have full read access to user data, make limited modifications to user data, and degrade the performance of the system, leading to a high impact on confidentiality and a limited impact on the availability and integrity of the application.
",NetWeaver Process Integration,0.002310000,0.616960000,A+,CWE-862,both,2023
CVE-2023-42472,Priority 2,0.00052,7.3,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence_platform:420:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence_platform,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N,"Due to insufficient file type validation, SAP BusinessObjects Business Intelligence Platform (Web Intelligence HTML interface) - version 420, allows a report creator to upload files from local system into the report over the network. When uploading the image file, an authenticated attacker could intercept the request, modify the content type and the extension to read and modify sensitive data causing a high impact on confidentiality and integrity of the application.

",SAP BusinessObjects Business Intelligence Platform (Web Intelligence HTML interface),0.000520000,0.213730000,B,CWE-434,both,2023
CVE-2023-40623,Priority 2,0.00053,7.1,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:businessobjects:420:*:*:*:-:*:*:*,sap,businessobjects,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:H,"SAP BusinessObjects Suite Installer - version 420, 430, allows an attacker within the network to create a directory under temporary directory and link it to a directory with operating system files. On successful exploitation the attacker can delete all the operating system files causing a limited impact on integrity and completely compromising the availability of the system.

",SAP BusinessObjects Suite (Installer),0.000530000,0.218360000,B,CWE-1386,both,2023
CVE-2023-40308,Priority 2,0.00062,7.5,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:sap:commoncryptolib:8.0.0:*:*:*:*:*:*:*,sap,commoncryptolib,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"SAP CommonCryptoLib allows an unauthenticated attacker to craft a request, which when submitted to an open port causes a memory corruption error in a library which in turn causes the target component to crash making it unavailable. There is no ability to view or modify any information.

",SAP CommonCryptoLib,0.000620000,0.272810000,B,CWE-476,both,2023
CVE-2023-40621,Priority 2,0.00062,6.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:powerdesigner:16.7:*:*:*:*:*:*:*,sap,powerdesigner,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,"SAP PowerDesigner Client - version 16.7, allows an unauthenticated attacker to inject VBScript code in a document and have it opened by an unsuspecting user, to have it executed by the application on behalf of the user. The application has a security option to disable or prompt users before untrusted scripts are executed, but this is not set as default.",SAP PowerDesigner Client,0.000620000,0.274470000,B,CWE-94,both,2023
CVE-2023-40306,Priority 2,0.0005,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:s\/4hana:103:*:*:*:*:*:*:*,sap,s\/4hana,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"SAP S/4HANA Manage Catalog Items and Cross-Catalog searches Fiori apps allow an attacker to redirect users to a malicious site due to insufficient URL validation. As a result, it may have a slight impact on confidentiality and integrity.",SAP S/4HANA (Manage Catalog Items and Cross-Catalog search),0.000500000,0.201630000,B,CWE-601,both,2023
CVE-2021-41184,Priority 2,0.00454,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:jqueryui:jquery_ui:*:*:*:*:*:jquery:*:*,jqueryui,jquery_ui,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of the `of` option of the `.position()` util from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. Any string value passed to the `of` option is now treated as a CSS selector. A workaround is to not accept the value of the `of` option from untrusted sources.",jquery-ui,0.004540000,0.756790000,B,CWE-79,both,2023
CVE-2021-41183,Priority 2,0.00363,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:jqueryui:jquery_ui:*:*:*:*:*:jquery:*:*,jqueryui,jquery_ui,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of various `*Text` options of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. The values passed to various `*Text` options are now always treated as pure text, not HTML. A workaround is to not accept the value of the `*Text` options from untrusted sources.",jquery-ui,0.003630000,0.728090000,B,CWE-79,both,2023
CVE-2023-40624,Priority 4,0.00048,5.4,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_abap:702:*:*:*:sap_basis:*:*:*,sap,netweaver_application_server_abap,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,"SAP NetWeaver AS ABAP (applications based on Unified Rendering) - versions SAP_UI 754, SAP_UI 755, SAP_UI 756, SAP_UI 757, SAP_UI 758, SAP_BASIS 702, SAP_BASIS 731, allows an attacker to inject JavaScript code that can be executed in the web-application. An attacker could thereby control the behavior of this web-application.

",SAP NetWeaver AS ABAP (applications based on Unified Rendering),0.000480000,0.186410000,D,CWE-79,both,2023
CVE-2023-24998,Priority 2,0.03169,7.5,CVSS 3.1,HIGH,,VULNCHECK,cpe:2.3:a:apache:commons_fileupload:*:*:*:*:*:*:*:*,apache,commons_fileupload,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Apache Commons FileUpload before 1.5 does not limit the number of request parts to be processed resulting in the possibility of an attacker triggering a DoS with a malicious upload or series of uploads.




Note that, like all of the file upload limits, the
          new configuration option (FileUploadBase#setFileCountMax) is not
          enabled by default and must be explicitly configured.


",Apache Commons FileUpload,0.031690000,0.913210000,A+,CWE-770,both,2023
CVE-2023-37490,Priority 2,0.00043,9.0,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence:420:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,"SAP Business Objects Installer - versions 420, 430, allows an authenticated attacker within the network to overwrite an executable file created in a temporary directory during the installation process. On replacing this executable with a malicious file, an attacker can completely compromise the confidentiality, integrity, and availability of the system

",SAP BusinessObjects Business Intelligence (Installer),0.000430000,0.095250000,B,CWE-427,both,2023
CVE-2021-41182,Priority 2,0.00325,6.1,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:jqueryui:jquery_ui:*:*:*:*:*:jquery:*:*,jqueryui,jquery_ui,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of the `altField` option of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. Any string value passed to the `altField` option is now treated as a CSS selector. A workaround is to not accept the value of the `altField` option from untrusted sources.",jquery-ui,0.003250000,0.712720000,A+,CWE-79,both,2023
CVE-2023-40625,Priority 4,0.00048,5.4,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:s4core:102:*:*:*:*:*:*:*,sap,s4core,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,"S4CORE (Manage Purchase Contracts App) - versions 102, 103, 104, 105, 106, 107, does not perform necessary authorization checks for an authenticated user. This could allow an attacker to perform unintended actions resulting in escalation of privileges which has low impact on confidentiality and integrity with no impact on availibility of the system.

",SAP Manage Purchase Contracts App,0.000480000,0.186410000,D,CWE-862,both,2023
CVE-2023-37489,Priority 4,0.00056,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence:430:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"Due to the lack of validation, SAP BusinessObjects Business Intelligence Platform (Version Management System) - version 403, permits an unauthenticated user to read the code snippet through the UI, which leads to low impact on confidentiality and no impact on the application's availability or integrity.

",SAP BusinessObjects Business Intelligence Platform (Version Management System),0.000560000,0.241700000,D,CWE-209,both,2023
CVE-2023-41367,Priority 4,0.0005,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:netweaver:7.50:*:*:*:*:*:*:*,sap,netweaver,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,"Due to missing authentication check in webdynpro application, an unauthorized user in SAP NetWeaver (Guided Procedures) - version 7.50, can gain access to admin view of specific function anonymously. On successful exploitation of vulnerability under specific circumstances, attacker can view user’s email address. There is no integrity/availability impact.

",SAP NetWeaver (Guided Procedures),0.000500000,0.201630000,D,CWE-306,both,2023
CVE-2023-41369,Priority 4,0.00055,4.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:s\/4_hana:100:*:*:*:*:*:*:*,sap,s\/4_hana,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,"The Create Single Payment application of SAP S/4HANA - versions 100, 101, 102, 103, 104, 105, 106, 107, 108, allows an attacker to upload the XML file as an attachment. When clicked on the XML file in the attachment section, the file gets opened in the browser to cause the entity loops to slow down the browser.

",SAP S/4HANA (Create Single Payment application),0.000550000,0.236090000,D,CWE-611,both,2023
CVE-2023-41368,Priority 4,0.0005,5.3,CVSS 3.1,MEDIUM,,VULNCHECK,cpe:2.3:a:sap:s\/4_hana:102:*:*:*:*:*:*:*,sap,s\/4_hana,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"The OData service of the S4 HANA (Manage checkbook apps) - versions 102, 103, 104, 105, 106, 107, allows an attacker to change the checkbook name by simulating an update OData call.

",S4 HANA ABAP (Manage checkbook apps),0.000500000,0.201630000,D,CWE-639,both,2023
CVE-2023-37483,Priority 2,0.00228,9.8,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:powerdesigner:16.7:*:*:*:*:*:*:*,sap,powerdesigner,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"SAP PowerDesigner - version 16.7, has improper access control which might allow an unauthenticated attacker to run arbitrary queries against the back-end database via Proxy.

",SAP PowerDesigner,0.002280000,0.614910000,B,CWE-284,both,2023
CVE-2023-39439,Priority 2,0.00187,9.8,CVSS 3.1,CRITICAL,,VULNCHECK,cpe:2.3:a:sap:commerce_cloud:2211:*:*:*:*:*:*:*,sap,commerce_cloud,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"SAP Commerce Cloud may accept an empty passphrase for user ID and passphrase authentication, allowing users to log into the system without a passphrase.

",SAP Commerce,0.001870000,0.567450000,B,CWE-1390,both,2023
